path	node	rank
Bacteria;Planctomycetes;Phycisphaerae;CCM11a	CCM11a	order
Bacteria;Planctomycetes;Phycisphaerae;CPla-3 termite group	CPla-3 termite group	order
Bacteria;Planctomycetes;Phycisphaerae;KCLunmb-38-53	KCLunmb-38-53	order
Bacteria;Planctomycetes;Phycisphaerae;ML-A-10	ML-A-10	order
Bacteria;Planctomycetes;Phycisphaerae;mle1-8	mle1-8	order
Bacteria;Planctomycetes;Phycisphaerae;MSB-3A7 sediment group	MSB-3A7 sediment group	order
Bacteria;Planctomycetes;Phycisphaerae;MSBL9	MSBL9	order
Bacteria;Planctomycetes;Phycisphaerae;ODP1230B30.09	ODP1230B30.09	order
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales	Phycisphaerales	order
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;08D2Z94 hypersaline microbial mat group	08D2Z94 hypersaline microbial mat group	family
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group	AKAU3564 sediment group	family
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;ODP1230B30.02 sediment group	ODP1230B30.02 sediment group	family
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae	Phycisphaeraceae	family
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;AKYG587	AKYG587	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3	CL500-3	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group	FS140-16B-02 marine group	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;I-8	I-8	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27	JL-ETNP-F27	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera	Phycisphaera	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02	SM1A02	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Z195MB87	Z195MB87	genus
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;SBYZ-1154	SBYZ-1154	family
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;SBYZ-984	SBYZ-984	family
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Sva0503	Sva0503	family
Bacteria;Planctomycetes;Phycisphaerae;Pla1 lineage	Pla1 lineage	order
Bacteria;Planctomycetes;Phycisphaerae;S-70	S-70	order
Bacteria;Planctomycetes;Phycisphaerae;S15A-MN16	S15A-MN16	order
Bacteria;Planctomycetes;Phycisphaerae;SHA-43	SHA-43	order
Bacteria;Planctomycetes;Phycisphaerae;WD2101 soil group	WD2101 soil group	order
Bacteria;Planctomycetes;Pla3 lineage	Pla3 lineage	class
Bacteria;Planctomycetes;Pla4 lineage	Pla4 lineage	class
Bacteria;Planctomycetes;Planctomycetacia	Planctomycetacia	class
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales	Brocadiales	order
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae	Brocadiaceae	family
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Asahi BRW2	Asahi BRW2	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Anammoxoglobus	Candidatus Anammoxoglobus	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Brocadia	Candidatus Brocadia	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Jettenia	Candidatus Jettenia	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Kuenenia	Candidatus Kuenenia	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Scalindua	Candidatus Scalindua	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;PB79	PB79	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;uncultured	uncultured	genus
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;W4	W4	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales	Planctomycetales	order
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae	Planctomycetaceae	family
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula	Blastopirellula	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Bythopirellula	Bythopirellula	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Candidatus Anammoximicrobium	Candidatus Anammoximicrobium	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Candidatus Nostocoida	Candidatus Nostocoida	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;CPla-4 termite group	CPla-4 termite group	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata	Gemmata	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Isosphaera	Isosphaera	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;p-1088-a5 gut group	p-1088-a5 gut group	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir1 lineage	Pir1 lineage	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir2 lineage	Pir2 lineage	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir3 lineage	Pir3 lineage	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir4 lineage	Pir4 lineage	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula	Pirellula	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces	Planctomyces	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula	Rhodopirellula	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Schlesneria	Schlesneria	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Singulisphaera	Singulisphaera	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Telmatocola	Telmatocola	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Termite planctomycete cluster	Termite planctomycete cluster	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured	uncultured	genus
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Zavarzinella	Zavarzinella	genus
Bacteria;Planctomycetes;SGST604	SGST604	class
Bacteria;Planctomycetes;SPG12-401-411-B72	SPG12-401-411-B72	class
Bacteria;Planctomycetes;vadinHA49	vadinHA49	class
Bacteria;Proteobacteria	Proteobacteria	phylum
Bacteria;Proteobacteria;AEGEAN-245	AEGEAN-245	class
Bacteria;Proteobacteria;Alphaproteobacteria	Alphaproteobacteria	class
Bacteria;Proteobacteria;Alphaproteobacteria;4-Org1-14	4-Org1-14	order
Bacteria;Proteobacteria;Alphaproteobacteria;Adriatic90	Adriatic90	order
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis	Alphaproteobacteria Incertae Sedis	order
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family	Unknown Family	family
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Eilatimonas	Eilatimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;BF195	BF195	order
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales	Caulobacterales	order
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	Caulobacteraceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Amorphus	Amorphus	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis	Asticcacaulis	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	Brevundimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	Caulobacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium	Phenylobacterium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae	Hyphomonadaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Algimonas	Algimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Glycocaulis	Glycocaulis	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hellea	Hellea	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella	Henriciella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia	Hirschia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas	Hyphomonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas	Litorimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis	Maricaulis	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis	Oceanicaulis	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Ponticaulis	Ponticaulis	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Robiginitomaculum	Robiginitomaculum	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Woodsholea	Woodsholea	genus
Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14	DB1-14	order
Bacteria;Proteobacteria;Alphaproteobacteria;Dstr-E11	Dstr-E11	order
Bacteria;Proteobacteria;Alphaproteobacteria;E6aD10	E6aD10	order
Bacteria;Proteobacteria;Alphaproteobacteria;iodide-oxidizers	iodide-oxidizers	order
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales	Kordiimonadales	order
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae	Kordiimonadaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas	Kordiimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales	Magnetococcales	order
Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae	Magnetococcaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus	Magnetococcus	genus
Bacteria;Proteobacteria;Alphaproteobacteria;OCS116 clade	OCS116 clade	order
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales	Parvularculales	order
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae	Parvularculaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula	Parvularcula	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	Rhizobiales	order
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;1174-901-12	1174-901-12	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;A0839	A0839	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;AKYG1088	AKYG1088	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;alphaI cluster	alphaI cluster	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae	Aurantimonadaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aurantimonas	Aurantimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas	Aureimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Fulvimarina	Fulvimarina	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Martelella	Martelella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;B142	B142	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae	Bartonellaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella	Bartonella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;BCf3-20	BCf3-20	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	Beijerinckiaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia	Beijerinckia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas	Camelimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Chelatococcus	Chelatococcus	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocapsa	Methylocapsa	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella	Methylocella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methyloferula	Methyloferula	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylorosula	Methylorosula	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylovirgula	Methylovirgula	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae	Bradyrhizobiaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia	Afipia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea	Bosea	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	Bradyrhizobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter	Nitrobacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Oligotropha	Oligotropha	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodoblastus	Rhodoblastus	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas	Rhodopseudomonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Salinarimonas	Salinarimonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Tardiphaga	Tardiphaga	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae	Brucellaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella	Brucella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Daeguia	Daeguia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Mycoplana	Mycoplana	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum	Ochrobactrum	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Paenochrobactrum	Paenochrobactrum	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Pseudochrobactrum	Pseudochrobactrum	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;C2U	C2U	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;D05-2	D05-2	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;DUNssu044	DUNssu044	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;DUNssu371	DUNssu371	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Elev-16S-1546	Elev-16S-1546	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;F0723	F0723	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;FFCH5858	FFCH5858	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;FukuN57	FukuN57	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Hyphomicrobiaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Ancalomicrobium	Ancalomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Angulomicrobium	Angulomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris	Blastochloris	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Cucumibacter	Cucumibacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia	Devosia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Dichotomicrobium	Dichotomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	Filomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	Hyphomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Maritalea	Maritalea	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Methylorhabdus	Methylorhabdus	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium	Pedomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pelagibacterium	Pelagibacterium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Prosthecomicrobium	Prosthecomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium	Rhodomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes	Rhodoplanes	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Vasilyevaea	Vasilyevaea	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Zhangella	Zhangella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;JG34-KF-361	JG34-KF-361	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;JG35-K1-AG5	JG35-K1-AG5	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3	KF-JG30-B3	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae	Methylobacteriaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Meganema	Meganema	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium	Methylobacterium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga	Microvirga	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae	Methylocystaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Albibacter	Albibacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Hansschlegelia	Hansschlegelia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis	Methylocystis	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylopila	Methylopila	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus	Methylosinus	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Pleomorphomonas	Pleomorphomonas	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;MNG7	MNG7	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Neo-b11	Neo-b11	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;P-102	P-102	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae	Phyllobacteriaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Ahrensia	Ahrensia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aliihoeflea	Aliihoeflea	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aminobacter	Aminobacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aquamicrobium	Aquamicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Chelativorans	Chelativorans	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Cohaesibacter	Cohaesibacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea	Hoeflea	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	Mesorhizobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Nitratireductor	Nitratireductor	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium	Phyllobacterium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudahrensia	Pseudahrensia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudaminobacter	Pseudaminobacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Thermovum	Thermovum	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	Rhizobiaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer	Ensifer	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia	Kaistia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium	Rhizobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella	Shinella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis	Rhizobiales Incertae Sedis	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Agaricicola	Agaricicola	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia	Bauldia	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Candidatus Liberibacter	Candidatus Liberibacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Nordella	Nordella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Rhizomicrobium	Rhizomicrobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae	Rhodobiaceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Afifella	Afifella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella	Anderseniella	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Lutibaculum	Lutibaculum	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Parvibaculum	Parvibaculum	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium	Rhodobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodoligotrophos	Rhodoligotrophos	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Tepidamorphus	Tepidamorphus	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured	uncultured	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	Xanthobacteraceae	family
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter	Ancylobacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Aquabacter	Aquabacter	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Azorhizobium	Azorhizobium	genus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys	Labrys	genus
