path	node	rank
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Haplobothriidea;	Haplobothriidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Lecanicephalidea;	Lecanicephalidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Litobothriidea;	Litobothriidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Nippotaeniidea;	Nippotaeniidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Proteocephalidea;	Proteocephalidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Pseudophyllidea;	Pseudophyllidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Rhinebothriidea;	Rhinebothriidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Spathebothriidea;	Spathebothriidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Tetrabothriidea;	Tetrabothriidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Tetraphyllidea;	Tetraphyllidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Trypanorhyncha;	Trypanorhyncha	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;	Monogenea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;	Monopisthocotylea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Ancyrocephalidae;	Ancyrocephalidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Anoplodiscidae;	Anoplodiscidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Capsalidae;	Capsalidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Dactylogyridae;	Dactylogyridae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Diplectanidae;	Diplectanidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Gyrodactylidae;	Gyrodactylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Microbothriidae;	Microbothriidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Monocotylidae;	Monocotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Monopisthocotylea Incertae Sedis;	Monopisthocotylea Incertae Sedis	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Ooegyrodactylidae;	Ooegyrodactylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Pseudodactylogyridae;	Pseudodactylogyridae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Pseudomurraytrematidae;	Pseudomurraytrematidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Sundanonchidae;	Sundanonchidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Monopisthocotylea;Udonellidae;	Udonellidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;	Polyopisthocotylea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Allodiscocotylidae;	Allodiscocotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Axinidae;	Axinidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Diclidophoridae;	Diclidophoridae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Diplozoidae;	Diplozoidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Discocotylidae;	Discocotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Gastrocotylidae;	Gastrocotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Gotocotylidae;	Gotocotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Mazocraeidae;	Mazocraeidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Microcotylidae;	Microcotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Neothoracocotylidae;	Neothoracocotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Plectanocotylidae;	Plectanocotylidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Polystomatidae;	Polystomatidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Monogenea;Polyopisthocotylea;Sphyranuridae;	Sphyranuridae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;	Rhabditophora	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Haplopharyngida;	Haplopharyngida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Lecithoepitheliata;	Lecithoepitheliata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Macrostomida;	Macrostomida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Mediofusata;	Mediofusata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Mediofusata;Urastomidae;	Urastomidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Polycladida;	Polycladida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Prolecithophora;	Prolecithophora	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Rhabdocoela;	Rhabdocoela	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Rhabdocoela;Dalyellioida;	Dalyellioida	suborder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Rhabdocoela;Kalyptorhynchia;	Kalyptorhynchia	suborder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Rhabdocoela;Neodalyellida;	Neodalyellida	suborder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Rhabdocoela;Typhloplanoida;	Typhloplanoida	suborder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Seriata;	Seriata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Seriata;Bothrioplanida;	Bothrioplanida	suborder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Seriata;Bothrioplanida;Bothrioplanidae;	Bothrioplanidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Seriata;Proseriata;	Proseriata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Seriata;Tricladida;	Tricladida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Continenticola;	Continenticola	suborder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Maricola;	Maricola	suborder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;	Trematoda	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Aspidogastrea;	Aspidogastrea	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Aspidogastrea;Aspidogastridae;	Aspidogastridae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Aspidogastrea;Multicalycidae;	Multicalycidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Aspidogastrea;Rugogastridae;	Rugogastridae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;	Digenea	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Azygiida;	Azygiida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Digenea Incertae Sedis;	Digenea Incertae Sedis	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Diplostomida;	Diplostomida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Diplostomida;Brachylaimoidea;	Brachylaimoidea	superfamily
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Echinostomida;	Echinostomida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Opisthorchiida;	Opisthorchiida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;	Plagiorchiida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Trematoda;Digenea;Strigeidida;	Strigeidida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Turbellaria;	Turbellaria	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;	Rotifera	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Bdelloidea;	Bdelloidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Bdelloidea;Adinetida;	Adinetida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Bdelloidea;Philodinida;	Philodinida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Bdelloidea;Rotaria;	Rotaria	genus
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Monogononta;	Monogononta	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Monogononta;Flosculariacea;	Flosculariacea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Monogononta;Ploimida;	Ploimida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Rotifera;Seisonidea;	Seisonidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;	Scalidophora	superphylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Kinorhyncha;	Kinorhyncha	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Kinorhyncha;Cyclorhagida;	Cyclorhagida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Kinorhyncha;Cyclorhagida;Centroderidae;	Centroderidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Kinorhyncha;Cyclorhagida;Zelinkaderidae;	Zelinkaderidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Kinorhyncha;Homalorhagida;	Homalorhagida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Kinorhyncha;Kinorhyncha Incertae Sedis;	Kinorhyncha Incertae Sedis	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Loricifera;	Loricifera	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Priapulida;	Priapulida	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Priapulida;Priapulidae;	Priapulidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Scalidophora;Priapulida;Tubiluchidae;	Tubiluchidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;	Tardigrada	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Eutardigrada;	Eutardigrada	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Eutardigrada;Apochela;	Apochela	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Eutardigrada;Parachela;	Parachela	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Heterotardigrada;	Heterotardigrada	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Heterotardigrada;Arthrotardigrada;	Arthrotardigrada	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Heterotardigrada;Echiniscoidea;	Echiniscoidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;uncultured;	uncultured	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Xenacoelomorpha;	Xenacoelomorpha	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Xenacoelomorpha;Acoelomorpha;	Acoelomorpha	subphylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Xenacoelomorpha;Acoelomorpha;Acoela;	Acoela	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Xenacoelomorpha;Acoelomorpha;Nemertodermatida;	Nemertodermatida	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Xenacoelomorpha;Acoelomorpha;Nemertodermatida;Nemertodermatidae;	Nemertodermatidae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Xenacoelomorpha;Xenoturbellida;	Xenoturbellida	subphylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;	Cnidaria	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;	Anthozoa	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;	Hexacorallia	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;	Actiniaria	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Antipatharia;	Antipatharia	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Ceriantharia;	Ceriantharia	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Corallimorpharia;	Corallimorpharia	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Incertae Sedis;	Incertae Sedis	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;	Scleractinia	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Zoantharia;	Zoantharia	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Octocorallia;	Octocorallia	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Alcyonacea;	Alcyonacea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Pennatulacea;	Pennatulacea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Telestacea;	Telestacea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Cubozoa;	Cubozoa	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Cubozoa;Carybdeida;	Carybdeida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Cubozoa;Chirodropida;	Chirodropida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;	Hydrozoa	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;	Hydroidolina	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;Anthoathecata;	Anthoathecata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;Leptothecata;	Leptothecata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;Siphonophorae;	Siphonophorae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Trachylinae;	Trachylinae	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Trachylinae;Limnomedusae;	Limnomedusae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Trachylinae;Narcomedusae;	Narcomedusae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Trachylinae;Trachymedusae;	Trachymedusae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Hydrozoa;Trachylinae;uncultured;	uncultured	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Myxozoa;	Myxozoa	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Myxozoa;Malacosporea;	Malacosporea	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Myxozoa;Malacosporea;Malacovalvulida;	Malacovalvulida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Myxozoa;Myxosporea;	Myxosporea	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Myxozoa;Myxosporea;Bivalvulida;	Bivalvulida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Myxozoa;Myxosporea;Multivalvulida;	Multivalvulida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Scyphozoa;	Scyphozoa	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Scyphozoa;Coronatae;	Coronatae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Scyphozoa;Rhizostomeae;	Rhizostomeae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Scyphozoa;Semaeostomeae;	Semaeostomeae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Scyphozoa;Stauromedusae;	Stauromedusae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;	Ctenophora	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;Cyclocoela;	Cyclocoela	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;Cyclocoela;Beroida;	Beroida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;Cyclocoela;Cestida;	Cestida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;Cyclocoela;Lobata;	Lobata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;Typhlocoela;	Typhlocoela	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;Typhlocoela;Cydippida;	Cydippida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Ctenophora;Typhlocoela;Platyctenida;	Platyctenida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Mesozoa;	Mesozoa	superphylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Mesozoa;Orthonectida;	Orthonectida	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Mesozoa;Orthonectida;Rhopalura;	Rhopalura	genus
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Mesozoa;Rhombozoa;	Rhombozoa	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Mesozoa;Rhombozoa;Dicyemida;	Dicyemida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Mesozoa;Rhombozoa;Dicyemida;Dicyema;	Dicyema	genus
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Placozoa;	Placozoa	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Placozoa;Trichoplax;	Trichoplax	genus
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;	Porifera	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;	Calcarea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;Calcaronea;	Calcaronea	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;Calcaronea;Baerida;	Baerida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;Calcaronea;Leucosolenida;	Leucosolenida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;Calcaronea;Lithonida;	Lithonida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;Calcinea;	Calcinea	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;Calcinea;Clathrinida;	Clathrinida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Calcarea;Calcinea;Murrayonida;	Murrayonida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Demospongiae;	Demospongiae	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Demospongiae;Agelasida;	Agelasida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Porifera;Demospongiae;Astrophorida;	Astrophorida	order
